Header,Healthy_vx,Healthy_vy,Healthy_vz,Healthy_px,Healthy_py,Healthy_pz,Healthy_moment_x,Healthy_moment_y,Healthy_moment_z,Prosthesis_vx,Prosthesis_vy,Prosthesis_vz,Prosthesis_px,Prosthesis_py,Prosthesis_pz,Prosthesis_moment_x,Prosthesis_moment_y,Prosthesis_moment_z
21,-37.4348958333333,12.2324625651042,615.895589192708,0.697025993021111,0.519619449439853,0,320.3125,260.72184375,11.5559895833333,35.3240966796875,-10.7828776041667,401.102701822917,0.383858330895576,0.623899938622548,0,250.691739583333,-154.154458333333,-28.7272135416667
22,-38.14697265625,8.544921875,615.386962890625,0.697804310470364,0.521492976429958,0,319.82421875,259.887703125,14.09912109375,35.7818603515625,-12.664794921875,407.257080078125,0.383896997908618,0.624796747136554,0,254.8828125,-156.433109375,-29.6630859375
23,-36.9771321614583,8.39233398437497,608.673095703125,0.697828452809015,0.522807635184005,0,318.155916666667,256.937666666667,13.61083984375,36.6719563802084,-12.3850504557292,411.326090494792,0.383637062186643,0.624854357400758,0,257.812494791667,-158.060713541667,-30.3955078125
24,-36.1887613932292,9.002685546875,609.130859375,0.697621634705439,0.522294712580347,0,318.522125,257.20215625,12.9801432291667,37.1805826822917,-11.6475423177084,413.564046223958,0.383424550761127,0.624584126666321,0,258.178708333333,-158.874515625,-30.4158528645833
25,-36.0870361328125,8.087158203125,606.689453125,0.697539615241428,0.523154905358893,0,317.01659375,256.65284375,13.48876953125,36.3922119140625,-13.580322265625,412.29248046875,0.383207425449816,0.624849969815291,0,257.568359375,-157.958984375,-30.57861328125
26,-35.0697835286458,8.11258951822911,608.21533203125,0.697117788318354,0.522204855639283,0,317.3828125,257.202151041667,13.2853190104166,37.0025634765624,-12.359619140625,412.953694661458,0.383060401467691,0.624458063636551,0,257.161453125,-157.979333333333,-30.5582682291665
27,-35.7309977213542,10.7828776041667,610.860188802083,0.696826020135935,0.521037687823057,0,318.72559375,258.667,12.02392578125,36.2141927083333,-11.7238362630209,408.833821614583,0.382685179555083,0.624155164931929,0,254.597989583333,-156.392416666667,-29.4189453125
28,-36.31591796875,11.138916015625,612.48779296875,0.69657101698965,0.519935256196782,0,319.0918125,259.582515625,11.962890625,35.0189208984375,-12.20703125,404.6630859375,0.382724211359052,0.624172426186293,0,251.953125,-154.296875,-28.50341796875
29,-34.5865885416667,9.74019368489589,610.860188802083,0.696265495151868,0.518332274653102,0,316.162104166667,258.626302083333,10.9456380208334,36.2650553385417,-12.3850504557291,404.96826171875,0.38249666207795,0.623641395974444,0,252.807625,-154.74446875,-29.5410156250001
30,-34.8663330078125,9.81648763020837,608.723958333333,0.695745853160562,0.516648105978973,0,314.08690625,258.1990625,11.3525390625,36.3667805989583,-10.8083089192709,408.935546875,0.382266640640626,0.623095602545598,0,255.859375,-156.636552083333,-29.0323893229166
31,-35.247802734375,10.2996826171875,606.99462890625,0.695169308969739,0.514129996928067,0,311.6455,257.873546875,11.71875,36.2396240234375,-12.5885009765625,412.750244140625,0.381894737229038,0.622651275264108,0,256.34765625,-156.982421875,-28.74755859375
32,-34.2305501302084,11.1897786458333,600.992838541667,0.694639138863175,0.512780198956472,0,308.186854166667,255.737307291667,10.4370117187501,36.6973876953126,-12.2833251953125,415.6494140625,0.381781903123988,0.622261313319678,0,258.544921875,-158.528651041667,-30.0089518229168
33,-33.6710611979167,12.8428141276042,595.957438151042,0.694141839519116,0.511708495999828,0,306.35578125,254.007979166667,9.72493489583334,37.0025634765625,-13.3260091145833,423.838297526042,0.381697280266868,0.622031545508568,0,262.8580625,-161.173505208333,-30.2734374999999
34,-32.958984375,9.9945068359375,596.923828125,0.693522678236128,0.511390845047084,0,303.10059375,254.69971875,10.43701171875,36.773681640625,-12.2833251953125,418.853759765625,0.381577268778737,0.621847230864615,0,260.7421875,-159.790046875,-29.72412109375
35,-32.8572591145834,11.0117594401042,597.941080729167,0.693056651325759,0.510351159502198,0,306.55925,255.411786458333,10.0301106770834,36.8499755859376,-14.7247314453125,419.820149739583,0.381245787083757,0.621409039321104,0,260.091145833333,-159.973145833333,-30.0903320312501
36,-31.9671630859375,11.8509928385416,594.584147135417,0.692339893513748,0.507746233761421,0,301.106770833333,254.435229166667,8.70768229166668,37.2314453125,-13.4785970052084,421.295166015625,0.381068678655182,0.621122173994587,0,260.904942708333,-160.21728125,-30.8837890625
37,-30.2886962890625,13.275146484375,590.51513671875,0.691116340663411,0.503643692785669,0,297.7295,253.112796875,6.9580078125,38.0706787109375,-12.5885009765625,423.126220703125,0.380938827161509,0.62054865548255,0,261.962890625,-161.1328125,-30.70068359375
38,-30.2632649739583,18.2851155598958,592.091878255208,0.689854398105419,0.49874955610661,0,296.468104166667,255.106619791667,4.04866536458334,38.6810302734374,-12.6393636067709,425.872802734375,0.380973071696281,0.620386938973599,0,263.956697916667,-162.190760416667,-31.7382812499999
39,-31.7637125651041,14.6993001302083,596.262613932292,0.689931137746992,0.498624946366229,0,297.892260416667,256.510421875,6.53076171875,37.3331705729166,-13.3514404296875,420.430501302083,0.381034392972046,0.620876356591137,0,261.352541666667,-160.17659375,-30.2124023437499
40,-32.196044921875,15.9454345703125,597.22900390625,0.689775579510577,0.497525795097191,0,296.50878125,257.141125,5.79833984375,36.62109375,-12.5885009765625,417.17529296875,0.381021034206339,0.621060368207868,0,258.42284375,-159.057625,-29.72412109375
41,-32.8826904296875,14.5721435546875,599.314371744792,0.689582387477899,0.496497002071908,0,297.729489583333,257.8125,6.93766276041666,37.1297200520834,-13.8092041015626,419.464111328125,0.380969930160565,0.620791079244964,0,260.21321875,-159.932458333333,-31.2500000000001
42,-32.2469075520833,18.0816650390625,599.009195963542,0.689077544556856,0.494444241618063,0,296.915697916667,258.463552083333,4.41487630208332,37.1805826822917,-11.5203857421875,416.717529296875,0.380889200714554,0.620279440885888,0,259.23665625,-158.650723958333,-30.70068359375
43,-32.7301025390625,18.768310546875,598.602294921875,0.688635064051327,0.492338041840476,0,295.0439375,258.544921875,4.5166015625,38.0706787109375,-12.20703125,418.39599609375,0.380887327257479,0.619941271106992,0,259.765625,-159.1796875,-31.18896484375
44,-30.4667154947916,16.7592366536459,591.837565104167,0.688426705218895,0.490790381045634,0,289.428708333333,255.310067708333,4.45556640624989,38.8336181640625,-12.5122070312501,427.8564453125,0.38112853023994,0.620100256386834,0,265.5843125,-163.06559375,-31.5348307291667
45,-27.5929768880209,15.6402587890625,549.62158203125,0.688728705356281,0.494104487066504,0,272.5423125,237.284354166667,4.49625651041666,41.0715738932291,-14.6484375,451.456705729167,0.381052478794104,0.622054326951212,0,281.25,-171.936036458333,-33.9558919270833
46,-20.1416015625,7.62939453125,503.692626953125,0.688828804412667,0.498282656116545,0,250.61034375,217.28515625,5.18798828125,45.8526611328125,-17.242431640625,490.875244140625,0.380960436985912,0.621833387668559,0,304.6875,-186.828609375,-38.818359375
47,-13.9363606770833,2.72115071614589,465.850830078125,0.688430712645732,0.502660300864662,0,233.561197916667,201.1311875,6.00179036458323,50.6846110026041,-20.2178955078125,537.109375,0.381082030232984,0.62322783262644,0,334.716791666666,-204.671223958333,-42.8670247395833
48,-8.67207845052087,2.49226888020832,436.09619140625,0.687839632116304,0.505304233686387,0,220.25553125,188.537609375,3.62141927083336,56.1269124348958,-25.32958984375,579.884847005208,0.381756779049159,0.626279959800151,0,363.769520833333,-221.313473958333,-49.7233072916667
49,-8.3160400390625,-1.983642578125,430.908203125,0.686593027274536,0.505462527476952,0,217.7734375,187.3779375,6.40869140625,57.525634765625,-27.3895263671875,591.583251953125,0.382158250727807,0.626261700900842,0,371.70409375,-226.379390625,-51.45263671875
50,-6.30696614583333,1.9073486328125,456.899007161458,0.684888683060599,0.499408045568194,0,228.14940625,198.893229166667,1.56656901041667,55.6437174479167,-28.7628173828125,570.475260416667,0.383449858474885,0.625808377368955,0,357.50325,-218.790697916667,-50.4557291666667
51,-11.3677978515624,6.43412272135423,508.066813151041,0.684943901016049,0.497783247525014,0,253.865562499999,221.11003125,0.732421936034994,51.0152180989583,-29.5511881510416,529.276529947917,0.384616459568814,0.624722123440515,0,330.2001875,-203.328453125,-47.7294921874998
52,-18.463134765625,11.2152099609375,571.136474609375,0.685742146819084,0.497311950844794,0,283.44725,247.9248125,0.0610352249145508,42.877197265625,-21.97265625,463.56201171875,0.386212709603844,0.621398448205785,0,289.1845625,-178.955078125,-39.306640625
53,-22.125244140625,19.0480550130208,620.778401692708,0.685210286678682,0.494143649112784,0,306.4371875,270.039885416667,-3.76383463541667,36.92626953125,-18.5648600260417,395.609537760417,0.387592170647291,0.615403702662883,0,243.774416666667,-153.666182291667,-32.5927734375
54,-21.1334228515623,23.2696533203127,674.692789713541,0.683752375945062,0.490322738642016,0,330.810552083333,293.986,-7.87353515625024,30.3395589192708,-13.8854980468748,340.627034505209,0.388846518175352,0.611505582127453,0,207.967125000001,-132.059734375,-25.5126953124999
55,-28.7628173828125,26.6265869140625,732.72705078125,0.683284548863238,0.488993043570014,0,357.78809375,319.7631875,-5.7373046875,27.313232421875,-11.5966796875,288.543701171875,0.390809541793706,0.608642841585314,0,175.6591875,-112.79296875,-23.5595703125
56,-36.1124674479167,26.3468424479167,775.146484375,0.682195063990314,0.491386734302481,0,381.958,339.884447916667,2.82796248372396,24.6938069661458,-12.2833251953125,245.412190755208,0.39351014488976,0.606908103854063,0,148.030598958333,-96.3338255208333,-21.4640299479167
57,-29.6020507812498,19.7601318359373,830.230712890625,0.681433059974266,0.494633796320529,0,410.237635416666,363.972979166666,-2.19726558431006,22.0235188802083,-11.2152099609375,204.4677734375,0.395482302159453,0.607122779623528,0,124.674479166667,-80.6681328125,-20.1416015624998
58,-38.604736328125,18.3868408203125,901.336669921875,0.681243593706876,0.495600730632203,0,447.3876875,395.5078125,3.90625,18.8446044921875,-7.4005126953125,160.21728515625,0.398806840673898,0.602698708475724,0,96.0693359375,-63.65966796875,-17.4560546875
59,-45.8780924479167,15.7419840494792,980.52978515625,0.682596111418427,0.500233650136496,0,491.17025,428.833020833333,5.71695963541667,10.9354654947917,-7.01904296875,90.7389322916667,0.403791358189558,0.603894831297164,0,54.443359375,-36.8448893229167,-11.1083984375
60,-47.3785400390627,15.2587890625,991.923014322917,0.682978645881345,0.503635688067797,0,500.162770833334,433.53271875,7.10042317708339,6.96818033854194,-7.37508138020837,33.7219238281256,0.415237952170871,0.604722162213857,0,20.0602213541669,-14.0787760416669,-8.46354166666686
61,-44.4793701171875,17.242431640625,983.428955078125,0.682894888017618,0.504067430666493,0,495.60546875,430.11475,3.90625,0,0,0,0,0,0,0,0,0
62,-44.6573893229167,17.5984700520833,1001.18001302083,0.68295824563388,0.503036379715792,0,503.987625,437.744145833333,4.37418619791667,0,0,0,0,0,0,0,0,0
63,-46.4121500651041,16.4031982421873,1029.71394856771,0.683745110321947,0.502887520154536,0,517.456041666667,449.66634375,4.39453125000008,0,0,0,0,0,0,0,0,0
64,-47.607421875,15.9454345703125,1018.52416992188,0.68444857156574,0.501817166511953,0,510.37596875,443.48146875,4.82177734375,0,0,0,0,0,0,0,0,0
65,-46.4630126953125,21.1842854817708,985.005696614583,0.684325664963551,0.498624391626459,0,490.071614583333,429.321291666667,2.23795597330729,0,0,0,0,0,0,0,0,0
66,-42.9026285807291,28.3304850260414,975.189208984375,0.683393364801299,0.489937204909373,0,477.701822916666,425.944010416667,-3.90624975585929,0,0,0,0,0,0,0,0,0
67,-47.0733642578125,33.416748046875,997.9248046875,0.68300574609502,0.485057995095235,0,484.4970625,436.15725,-4.69970703125,0,0,0,0,0,0,0,0,0
68,-49.4893391927083,29.4240315755208,998.026529947917,0.683365833678277,0.488338717116521,0,487.3860625,435.648604166667,-0.874837076822917,0,0,0,0,0,0,0,0,0
69,-45.2423095703128,24.9735514322917,926.513671875001,0.683973537139083,0.491978328009343,0,456.949864583334,404.256197916667,1.77001965332039,0,0,0,0,0,0,0,0,0
70,-49.74365234375,25.5584716796875,942.535400390625,0.685407190186974,0.493102616164796,0,465.20996875,410.0341875,4.150390625,0.91552734375,-35.3240966796875,57.830810546875,0.409501222432826,0.623417408929416,0,36.7431640625,-24.0478515625,-14.16015625
71,-57.2713216145833,34.4340006510417,904.134114583333,0.686420267573214,0.488371558233527,0,440.877270833333,392.35434375,7.03938802083333,-1.220703125,-10.3759765625,165.659586588542,0.403660457029197,0.630337236418048,0,103.352864583333,-66.6503932291667,-1.68863932291667
72,-45.0642903645833,35.0697835286455,821.88924153646,0.686170608201407,0.4825654507719,0,395.792645833334,356.526697916667,0.284830945333116,18.3868408203121,-17.5476074218746,239.613850911458,0.401939191760266,0.641274733269552,0,154.622390625,-96.0489947916665,-19.7347005208327
73,-45.928955078125,34.2559814453125,722.503662109375,0.687649685001832,0.483457797293079,0,349.609375,312.68309375,4.33349609375,23.8800048828125,-15.56396484375,300.445556640625,0.399149678331639,0.65266479848508,0,196.89940625,-119.873046875,-22.3388671875
